character,top sccs
偪,偪儃傐倡傴佢僖傏倌儥
偫,偫僬倠儁催侑偦侟侚侮
偬,偬愡惚牎楤锪淴揔唿悠
偭,偭価侕佰個佃僴僩伷佪
偮,偮俋倡但傊伹侣傽侶僮
偯,偯俵儴儫倞倧像傢儤俍
偰,偰僳偄僕偀偠僎供傈俁
偱,偱佀循倨個倜侷佰傏佢
偲,偲僫傯傌愢偶偎偽僡佣
偳,偳偘惴偙伟僀偔儡倗儶
側,側侧惻恻何侀侞例鄇測
偵,偵傎償偩僙儥傊傧傹倬
偶,偶偊侣侶傌偘佃佀個倡
偷,偷愉偸倫佡揄儉牏倚谕
偸,偸偷儞倚喩愉倫儉俺楡
偹,偹俻脩鯈鞗佫儵佭偗翛
偺,偺倃偗僣儹僭揝佮佫俻
偻,偻倭僯倰傒儍俊倿僕傸
偼,偼倢徢俦偉使偍倧信儓
偽,偽儰僞偲傌傀儼俦俧伪
偾,偾债僙愦偀愤儼儇僕儣
偿,偿僕佉傍僄傞侯供億侇
傀,傀倪倮伣僲愧佛俤伊保
傁,傁偠馊侵僂儚使儂偎僈
傂,傂俿侲傆仴伲伒侂倔偋
傃,傃傫儫愫侾俵傣侼儤係
傄,傄佮俼侉僜倽偗僑儈倚
傅,傅傳博儻僔倳俾愽俥停
傆,傆侲傂佣倜傌仴伌偋傓
傇,傇傽値偮值傹佄僙伸借
傈,傈僳僺偞僷倮僄慄偄偀
傉,傉僱僝偓侢傏偋偏儦傳
傊,傊儥僓傎僨俱偮僙價倶
傋,傋倩僐僖傮偉儔僵僓倳
傌,傌傿佣侷倜偶僫偲倨偊
傍,傍徬俤偔僢侽傞儰僗僞
傎,傎偵傊儥俱倶慎償倛傧
傏,傏倌僱傭倨偪傐傴値倔
傐,傐倌偪傭信傏儅偏儃儁
傑,傑榤儏僸搩佚偨傸儝傺
傒,傒徯慀俴榽磎侥偻嵠儏
傓,傓侲偓侷侗傌偏伝伲侃
傔,傔佛供倲慊偨俤僷偞佅
傕,傕侟催佑侑倠佈僱榷伯
傖,傖佾佮愴倫儈倽牄佁搶
傗,傗傜慉俼僪倍儐佁偗信
傘,傘伞桽燊窣卒牟粢絫父
備,備佄俌偙僀値佰倌佶僩
傚,傚滧俲伮怓敶敪敜徽敥
傛,傛愹榕俗佫嵱俖僣熔溶
傜,傜傗徭愮俻佭俙僪佫佲
傝,傝儽伝偒俣儫儤傓儇僈
傞,傞偌佳僒佶僿侤侰僐傍
傟,傟佺倫慃佁俆俭侩仱倽
傠,傠儲偂儎働衛傤旬僃儬
傡,傡働偂倵傶侐位俶佌做
傢,傢像镓糘幏榢稼傣儫俵
傣,傣俵俸傃儤傢儀儴儫偯
傤,傤儎俄做僌侙懴倵黴儆
傥,傥傹僙侻佛傇侊傽偾僞
傦,傦倡借侣侶愲僴偦傮俈
傧,傧倛傎偵儻偀倎僙僎供
储,储倘傥儙俏備偖赭佖侊
傩,傩摊滩健傱俯佈雑倯俰
傪,傪慘僇偧襂惨犙俢幓縿
傫,傫傃儑儽僳儫侾僄愫儤
催,催傕慛佑僱侟倠儶侑値
傭,傭傏傐倌信倩倍僱偪儶
傮,傮借儅佶僼値倩俉僧儃
傯,傯偲憁僫僡儦傌偡偬偶
傰,傰伸仲佄佛倗俌僩偂僀
傱,傱磫摐樅嵷從漎縱价瑽
傲,傲儌倣慠馓做徼皦儆微
傳,傳倳停傅儔侼僖僔僡俜
傴,傴慪佢佃個佪偪偃僱倔
債,債僓僨價償愩儥债貭偵
傶,傶倣慽敒俶磩槭伮摵傲
傷,傷偒慯儫愓摥儳儚漡倶
傸,傸慡摤磢儏樉俠倓倈佼
傹,傹僙傥傽儥傊僮偮傇偩
傺,傺憏漈摖僸儏傑儝侉穄
傻,傻儍俊倰優惾傁糭偠偻
傼,傼僕僅償倛偀偠僂僷價
傽,傽僮偉傇侼仨傹偮僅僐
傾,傾倾儣倎倛偀傎頉俱惧
傿,傿傌儶偔偉侣傐俜偦倩
僀,僀佄俌佶俈僩儅偙偳傰
僁,僁僠倦侺偊偻倭儯僫伾
僂,僂儾偠倳僈儚儥傼僅偅
僃,僃衛鵆衜衙衞街衢衟徛
僄,僄偠傈徱儚慓俜倮停儂
僅,僅僼偟僮偅倳僵僖儓仨
僆,僆慩健摙槤檤撻慥褳徤
僇,僇憀摎傪樛嵺磟镠嘐熮
僈,僈僂侵儾慢傊馒佞儥偠
僉,僉余众佘烡侖贪贠今仒
僊,僊侰僿俉偌偶僄儒傮偆
僋,僋偩佁俼倹儈偵傖傹倽
僌,僌敒黴做僘礅僛儆馓儎
働,働慟偂衝倒何懄傡儎僌
僎,僎僕偰儽僄儾供偀倎傧
像,像傢橡儫潒豫偯嶑俵傪
僐,僐僖信倩僼儓偉傮佶仨
僑,僑俉侉俖憍信倚僪倍倩
僒,僒僼傞僐傮僅俜僖儓偔
僓,僓僨債價傊償僵儥僙儨
僔,僔俥傳侼傅倬僼倳侢俌
僕,僕偀傼偿侯偰僷供俣僎
僖,僖儓僐僵仨儃儥倳信偪
僗,僗憦儝磱傍橯僕偺撈僯
僘,僘徶敒做儆獙俽僌幑倣
僙,僙傹傊僨偵僓儥偾债儣
僚,僚倹倷傄儉憭撩俆偧侩
僛,僛倣擹僌儌俽皦敒傲做
僜,僜傄佮憕橙磴俭偺偗倫
僝,僝偋倱偃偓儑偏傉僱傭
僞,僞儰偊偽傌億偁傍傥傿
僟,僟磯機嘰穖侈佟禨璣倐
僠,僠憣僁播俖偁皤磻佸慅
僡,僡僫倳傳儔儒德傐傿儃
僢,僢傍僲僯俤併傥儛傹侻
僣,僣僭偺倃儹傛借偕俈僐
僤,僤侓倬憚倳伄儻俾僶佯
僥,僥儳债儾憢儔俒債儴倳
僦,僦憱倣傶噈倵励仇偢懗
僧,僧儅傮伯佶僼借俉俈憎
僨,僨僓價償傊儨債僙儥憤
僩,僩僴佃個佄佰佣倜偭伷
僪,僪俖傗俑憰俙偊儒僑倄
僫,僫偲僡傌傯俧偊儦儼偶
僬,僬憔倠偫儵樵礁侮儁侔
僭,僭僣倃偺憯儹偕櫭傛俓
僮,僮傽偅僅儓仨僖倳儥偉
僯,僯偻憐併僢儛俤侪傸辚
僰,僰夾燓赞獒赘爕莢獘文
僱,僱傏傴偏倨偪倔偃傐傭
僲,僲傀伊儛俤倪佛僄僢便
僳,僳傈僺偄僷偰偞憟倮慄
僴,僴佃個佰僩偭値佄伷傴
僵,僵僖儃僅倳偪偅儓儥僼
僶,僶儡伄俹俚伍仼儱憴侱
僷,僷傈偞僳偀僺僕傼偨供
僸,僸偨僄傑偞傺僷儝傈傔
價,價僨僓儨儥償債傊僵值
僺,僺傈僳偞俁保倮俣僷偨
僻,僻儖僀儒儼儷伄仹傰偂
僼,僼僅傮儅借僐僵俜倳僒
僽,僽倯俬撼憾矁偢礠偬硹
僾,僾懓儍俀愋嬡燰傒鑀俊
僿,僿儤儴儾僊傞儓俸僒優
儀,儀俵傣儴礒嶬儾儫偯俴
儁,儁儶倌倠信傐儅俈佶倍
儂,儂偎傊儣儇僄價僨僼僙
儃,儃偪僵僖儥憻傮值倡傐
億,億憶儢儂僞僮僓傹儓倩
儅,儅佶傮僧僼借俈倌傐値
儆,儆敒徹倣僘鰴做擏馓僌
儇,儇懁儂僓俁傊僈儫偾傝
儈,儈倽徻傖佮僋懀倫佾傄
儉,儉憸倹倫俆撿傖偷獫羷
儊,儊憷檚濋礎僸從俓僟健
儋,儋憺倌脩傮鯈傏僧倡儃
儌,儌傲徼做倣僛微撽獥憿
儍,儍傻惾糭僾俊偻糉鑁椶
儎,儎傤僌做黴懴傠幟橶樴
儏,儏傸傑儝倓澯傒傺燦條
儐,儐儥償傗儧儨儳僖倩儃
儑,儑傫僝儽儸礘儤儫傃倱
儒,儒俉儔伄倳傳僡懦傐傿
儓,儓僖僮倳仨儥僵僅儔偅
儔,儔僖停儒偉信儓倳傳倩
儕,儕擠懠櫅濟穧隮癠嚌僭
儖,儖懢儅佶偙借俈儡佰僻
儗,儗懝礙儍倓擬僢倹儛俛
儘,儘孻偆偉伍俸倩儷儾儓
儙,儙佀俋谴侣偱倨儣侶偮
儚,儚偠僂僄倳僼儥僒傁儃
儛,儛僲僯僢佛傞傑僕偰偠
儜,儜侔侼倖俥倬僮侄件鞗
儝,儝僗條倓僕儏憡倐倏偨
儞,儞倆偸襧獼俩檷隬儠穪
償,償僨價僓偵儥偩傊傼儨
儠,儠翛犣倐伥傟鯈儞絛獵
儡,儡偘僶伍伄俚倔倗俹僴
儢,儢儼億俧值備傏憊儷儣
儣,儣傏儂儷僙偱佰倨僴偋
儤,儤儴儫懪僿忁傝優俵傣
儥,儥價傊僖倳儃儓償傎偪
儦,儦傏儷僫儣僝伸仲偊偓
儧,儧儹僨儐儨僓償攅櫕價
儨,儨價僨儹儥償僓僼傊儐
儩,儩瀃假儷僂傀僝传惕慨
優,優懮櫌侵僈傻儤儴僿儫
儫,儫懞傃儤偯像儴俵檺偒
儬,儬僶儡観傠倗儱伄覰仠
儭,儭櫬倪倗瀙偽槻侜促伊
儮,儮攊爏櫪僱瀝嚦倔壢礰
儯,儯倄俼侉傄僐俙儶偆倦
儰,儰僞偽傍僒傔佛偌俦僲
儱,儱徿僶儡侓倖龓倢偉僀
儲,儲傠櫧儖儱讎偌偙倍儬
儳,儳傼僥儐儾償儥僖倳儓
儴,儴儤偯俵忀傈儾僿僳儫
儵,儵鯈鞗脩絛翛偹儋倏佭
儶,儶儁儅傿俈佶偦偉傐信
儷,儷儣儾儼儦儒傏儡僴僱
儸,儸玀儑催攞儏欏傫僊伾
儹,儹儨欑儧偺僣僭倃偕僨
儺,儺龓佛傔俾雦讎僻儱儗
儻,儻戃侓傅佯傧欓傼俥侼
儼,儼儷假儢僫傭偙儡傌偾
儽,儽傝傫僎偠儑儾俣偰僂
儾,儾僂倳僈儥倕偅偠儷僖
儿,儿几凡川劜训州讥见凢
兀,兀死丌冘邒几儿尢冗亦
允,允尣厼灮介兊厽论众个
兂,兂旡芜圥羌先尭无弗宪
元,元冗亓无尢尤宛示龵兄
兄,兄見晁晃杲兒冗呆旯足
充,充兖兗夰宪売亢克禿兊
兆,兆氺狵光米浝氷筄水丨
兇,兇兑笎兕皃焭兜筅兊兄
先,先圥尭无旡兂羌宪芜完
光,光米兆无圥先十尭兴灮
兊,兊兖仐灮个枀汆氽仝尒
克,克売萈亮芫壳尭萖宽苋
兌,兌免覍兑兔見炱龛克亮
免,免兔兌兑奂筅笎篼光筦
兎,兎兔柬束蒐雬克旡夷更
兏,兏历庑厉虒尻疣廆凥乕
児,児兒兕兜皃旯月咒叧尭
兑,兑兌免兒皃兇見笎兔觉
兒,兒皃児旯亮兜兕完見尻
兓,兓妩覝劢萙兟殑婗贶既
兔,兔免兎兌兑烉象弟奂嵬
兕,兕兜児兒皃尭丱肥咒跁
兖,兖兊充禿衮秃穷兗秀梥
兗,兗莌充弃兖奄壳寃竞蠢
兘,兘趋赩贻胎秮跆強尯膙
兙,兙尅瓧剋勊圱兛壯扯魅
党,党觉覚覍竞筧萖莧覓竟
兛,兛兞兙丑赶軠蒄莊孟覎
兜,兜兕児皃兒尭丱兠夗舥
兝,兝魀尬瓰黺斺鼢勊齘舱
兞,兞兛瓱耗軞牦趏馲兡秅
兟,兟兢兓铣姺跣焼烍駪赫
兠,兠兜茪摪兑见兆儿扎兕
兡,兡旭趄兣耟超甩耝趈甝
兢,兢兟耕蜕殑暁勀锐羦铣
兣,兣兡糎趠樞搄甅恇框摳
兤,兤黋尯糲糖糎韑輝尡訄
入,入人乆火八久汄乀水仄
兦,兦亾亼込匹入厶囚区呠
內,內内丙肉闪苬閃囚冈闋
全,全仝釡佱仺企釜金侖余
兩,兩两繭昞悶丽雨襾恧而
兪,兪俞侴命侖谕渝仚奟嵞
八,八爪瓜从入穴泒汃汄殎
公,公么込厺怂仌久厶厹亽
六,六穴木太厷朩术赤大禾
兮,兮合台分舍耸含舎仺詧
兯,兯笵巾丫詭讠诡卞並币
兰,兰簞籉篭箽籌篿筆篲菫
共,共其芵英典苵芺與奰興
兲,兲霂天去丟丢夫靋茓茉
关,关夫夭芙失天宊芖羙矢
兴,兴泶采栄釆米关仧乂义
兵,兵乒乓昗奊吴呉昊異县
其,其共英芵茣某菓典枼具
具,具冥县貝呉狊昗臭昙真
典,典與興舆共輿璵異琠睓
兹,兹玆茲竑袨麧交玹豥滋
兺,兺坌嵞蚠釡旕岔莻命龕
养,养荞菾莠奍券末乔龹桊
兼,兼蒹亲秉乗桒隶末棐耒
兽,兽鲁曽曾嘗甞喾豐謽譼
兾,兾枲筽拿靠矣貟冥凳糞
兿,兿藝篫掌摰摯蒘蒆撉羮
冀,冀翼霬莫蓂糞藳奌窠奠
冁,冁輾辗囅碾蹍鞎帪榐賑
冂,冂囗门口冋円冈同囘帄
冃,冃曰圕圁臼冒圄冐肙闫
冄,冄目骨冎哥咼日舟号弓
内,内內丙肉閃闪苬焛闲力
円,円鬥門冎冂丏闩凹鬧闬
冇,冇有行府苮布石存市荷
冈,冈龱図风闪肉囫囟囚囡
冉,冉苒再嶌兽自曾骂凷嘼
冊,冊册弼耼肝韫閅跚弸閇
冋,冋同问囘回厠阃间岡固
册,册冊弼閅肝弸跚胐耼嘂
再,再苒専萼肻鸗百熏肎專
冎,冎円冄咼鬥闩丹髙吊冂
冏,冏囧囶問囼閘閰囿間闁
冐,冐胃胄冒冑青膏肎靑肓
冑,冑胄胃冐青靑冒詈肻置
冒,冒冐宣胃膏冝咠胄肎罝
冓,冓靑毒青掱莆羃薏肻胄
冔,冔畾螶曧島晶帛畐邑旱
冕,冕冤晜鳬舅寛臰見寬梟
冖,冖一罒厃亠辷耂弋灬亍
冗,冗元宂兄宛凥亓咒亢几
冘,冘尢尤力九夗兂兀龙丸
写,写宆肎冐巪軍咠胃鼻阜
冚,冚而丽胹屲襾耐腼逦冋
军,军罕軍皁窂旱孕牢车皐
农,农衣灾枩入哝人苂仌久
冝,冝宣肎冒宜日亶罝目宮
冞,冞宩采釆来宷罙夹雬琹
冟,冟皀壱蔰亶巨亘毫菖窤
冠,冠覎冦蒄寇宼疌苊惪厄
冡,冡袤彖豙豪蒙褁录冢象
冢,冢家豖豕冡彖豙象袤蒃
冣,冣菆菣或皽蛓蕺甀斀酨
冤,冤寃冕菟見莬寬寛臰蒬
冥,冥寞具稟狊真蓂貝戛宴
冦,冦寇宼蔲冠蔻苨蒄惪尼
冧,冧秝菻罧林祘柇棘秗杕
冨,冨畐富昌亶高畠鬲葍圍
冩,冩寫蕮舄幂鳥舃烏寪爲
冪,冪幕羃寡幂暮靐墓囂募
冫,冫丶犭氵乄丿彡丷丬以
冬,冬各务笗多鋚餮錃笒苳
冭,冭厺枩态麥交杰癶衣芩
冮,冮江讧汀泟渱汪仜灴湴
冯,冯犸迴马潸泻祃河杩迥
冰,冰阥泳氷水洣汄淶沐浗
冱,冱沍淔洹泹逭沮洦浢潱
冲,冲沖狆浺艸沸溮灖泖种
决,决決泱诀浃涋狭湥泆洟
冴,冴讶犽汧泲冼况洌凂湯
况,况況泦涀淣浞沉沅凋猊
冶,冶治冾洽迨诒凔涻浛洕
冷,冷泠汵彾伶狑阾凎凃怜
冸,冸泮潶洋泽凈冿津浫潬
冹,冹沷汝泼泧妭汲祓汷秡
冺,冺泯泿浱渨沢汦涙泜误
冻,冻涞凍涑涼淗凉凁淙淶
冼,冼洗诜沸凂浣洸况淣汫
冽,冽洌洳泖浏挒栵測刿例
冾,冾洽浛冶治涻淪浴沧汵
冿,冿津灅凙澤洼沣潬涬洋
净,净浄漁淨凈渔角灨洋浲
凁,凁凍涷涑湅洓沫谏诔涞
凂,凂浼涚涣冼涗涕猐况悗
凃,凃涂浍狳凎淦澰徐淰冷
凄,凄淒凟瀆寖凑澐漊蓡漬
凅,凅涸澗涠沺漚浻濶潿洒
准,准淮進潐凗猚渔漣溎谁
凇,凇淞淋倯湫讼漎淤潎舩
凈,凈淨猙净冸滛浄浮漞泽
凉,凉涼谅凍凁淙猄猔涑婛
凊,凊清淸凟漬瀆渭涓潱洁
凋,凋调淍凅涧泂浻渦濿湄
凌,凌淩蓤蔆湵泼溭浚汥废
凍,凍凁涷涑湅凉沫洓诔涞
凎,凎淦凃滏沧滃涂洤淪诠
减,减臧诚減喊诫惐慽戚槭
凐,凐湮灅漌浬潭湩漥凙津
凑,凑湊溱凄淎溙痿瀽賡溸
凒,凒溰潰潱澅遌逪遣凊渲
凓,凓溧凜潥澡渫漂淉澲澟
凔,凔滄冶澮治飡淪冾湌洽
凕,凕溟凜浿淏湏澟湨溴溳
凖,凖準年牟车牛灙導牢涬
凗,凗漼溎獕准澾潅滙貛港
凘,凘澌燍斴漸測撕嘶澵獑
凙,凙澤灅濹滭浧冿浬津漌
凚,凚澿滦濼湙噤漈滐襟濚
凛,凛凜澟瘭癝癛廩廪廙凕
凜,凜凛澟凕凓溟瘭癛檁廪
凝,凝疑滏懝逄濋漨溌濴逢
凞,凞熈爊熼熚瀌燳冺煨燡
凟,凟瀆漬凊澶潰濵滬凄濆
几,几凡儿凣川劜凢丌卩师
凡,凡几儿凣凢州川劜丌见
凢,凢凣几凡儿芁丌劜仃邝
凣,凣凢几凡邝儿宂芁劜丌
凤,凤风夙岚凨風冈凮凩贝
凥,凥尻屁屃屙屍兒冗屈兏
処,処妅处娫饥刎妉邜奶攰
凧,凧凪凩凮爪佩刪風唰赋
凨,凨風凤凬凮夙鳳鳯凰风
凩,凩凧风闲爪婌讽埱凤瓜
凪,凪凮凧風凰赋凬冋爪瓜
凫,凫鳬鳧見兒冕尾晜皃亮
凬,凬風同凮鳳鳯周嵐凨凰
凭,凭赁賃儒雋儔隽偼偔俉
凮,凮風凬凪凰凧凨鳯鳳同
凯,凯凱觊玑骪靰鼿靓虮軏
凰,凰凮鳯風凪鳳凬凨闾且
凱,凱凯剴覬觐劅剀觊鼽靓
凲,凲風凬劆凩鳳凨凧曱劂
凳,凳弇搻拿貵貟貧套兾貪
凴,凴狪猑獨猵憑玁獁狔猂
凵,凵口囗凹回匚冂囙囟尀
凶,凶龱囪凵凼囟囚匃乄闪
凷,凷甴由田白曲臼凹圛峀
凸,凸丗世毋圵凵囸口囯国
凹,凹回四囬甴囶吅固口凵
出,出岀丗昢田昍盅峀朏跙
击,击缶盂霝諯荋壶詝耑壷
凼,凼豳凶囦山四哋囚幽亾
函,函圂涵丞菡豳囦囵囨凼
凾,凾屲崡嘓囚山酗西幗呕
凿,凿啬當蔐営蔏譵嗇篙簹
刀,刀刃乃力匁勽刄刎列夘
刁,刁习冈圂刻勠龱易剹囫
刂,刂亅乢丨卟亻忄龨龼龽
刃,刃刀列勿奶乃刎囫见卯
刄,刄刀万匁乃刅奵丒刘丸
刅,刅办亦丌乃邜娜刄九列
分,分汾芬兮尣介妢兌纷份
切,切讱牣忉朷灱现玏珋圽
刈,刈灲刚苅刘利刾剎训刔
刉,刉刏刻创钊刎剶匈剜划
刊,刊制刑刖刮剬刷荆别刜
刋,刋剃剰荆刜刑判别剩刔
刌,刌剞剥剦珈刺玔刘剜蒯
刍,刍臽畣盫訇彎盒盦貪負
刎,刎夘奾奶列娳如则伽殈
刏,刏刉钊剶刻劇刽知剁刿
刐,刐刑別刖别川刜荆剐唰
刑,刑刐别刜荆刊別刖刷刋
划,划刬剡刻剗刉劇灲刘刾
刓,刓剜刑利劥劢刖刷励剥
刔,刔刾剌灲劋刜刋刦剁刘
刕,刕劦茘窃赑眾覫蓣覶覞
刖,刖剐别刷別刐馴剮剧刑
列,列刿剔刎茢刻夘刃剢邜
刘,刘苅刾対剌刻刔刺劝浏
则,则則刚灲卿刎卯刔婀帅
刚,刚剐剛则刖馴刈刪剮甽
创,创剑釗刽刨創剦钊刣劍
刜,刜荆剌刑剃剋刋刺制别
初,初礽视衴朷袽扨朸挒杒
刞,刞刵劅剮刯刲剴剈刮剀
刟,刟卲剮刮劅矵剈副邵剒
删,删刪跚甽胐刖肌舢朏唰
刡,刡剐即剆則馴别劋剮刚
刢,刢刽劍邻剣釗剑刳翎劎
刣,刣創乨魝刳郃创削剦邰
判,判刋削剿剃圳剘荆劋训
別,別别刐刖刑剐刷刜剃刋
刦,刦刲却刔剆剘刋荆剅蜊
刧,刧刼劫虭劸觐却牣軔靭
刨,刨钊魝创铆觎鮣缷劬鯽
利,利剜剩刺秈剥刓剰朻剌
刪,刪删跚刖剛唰胐甽耐剬
别,别別刖剐刑刐刷刋則刜
刬,刬划剗剹剼劇勠剶刻劖
刭,刭到劀劉刳剄劙剢剤菿
刮,刮剈剮剒割剖刊副制刵
刯,刯副剅刞剾剈劓勯剸劻
到,到刭刳菿剦劅釗剄刣剸
刱,刱舠剙肕韧舰胁牣觏剏
刲,刲剒刦刞剀剴劃劏剚割
刳,刳剦剞創到刣劊郀刽割
刴,刴剁剰剡剟剩刾劋灲剂
刵,刵刞剮耴劅刮玔馴副剈
制,制剬刊刮剒荆刖刷刜剈
刷,刷刖剧刑唰刊制别剬別
券,券劵桊龹卷帣巻莠养奍
刹,刹剎刣渆剂創剿剃魝劀
刺,刺剌利剩莿剰剜剠剥刜
刻,刻劾郂剢剹剶厀列勠劇
刼,刼刧劫牣靭虭劸韌籾觐
刽,刽釗剣郐刢創创劍剑刳
刾,刾刔剌灲刘剰郏刋苅劋
刿,刿峛茢剔列刻翙冽劇劌
剀,剀剴剒剈劏割刲刞刮劃
剁,剁刴劋剰刜剌刔剎刑剜
剂,剂劀刴刹剤荆剎扪剃剩
剃,剃刋剌剠刜剰荆别剋剏
剄,剄剉到刭劉劗勁劑刟劕
剅,剅副刯剸剚刞刵剾剴卽
剆,剆即則刡剘剠勆剐刞劅
則,則剘剆则剐劋即别刵剮
剈,剈副剮割刮剒瞓劓剀劅
剉,剉剄劗劕鲫刲刞劉判對
削,削剛剮刮剒剈刣魝判劏
剋,剋尅刜剌剃别剠勊刑刋
剌,剌刺剠刜刔剰剃刾劋莿
前,前髚茚甫市訽詢煎巿訋
剎,剎刹剁刽剿劍刴剂剟浏
剏,剏劷剃刜剙勍勀刱舠韧
剐,剐刖馴别刚剮刡則剈即
剑,剑釗创刽勜劍刢鍘剣剦
剒,剒劏割剈剀刮剴劃刲副
剓,剓睝簩鯬犂奖棃势樊劽
剔,剔刿列别峛茢剐別引劅
剕,剕刜荆刑荊蒯剻刺牁刋
剖,剖割勏刮劃劏誗剒劊訓
剗,剗刬剼剹劉劖劇劙划勠
剘,剘則劋剆剽崱刔刦期剌
剙,剙刱剏舠肕郱阏瓶觏訒
剚,剚剸剽劃劓割剅刲副刯
剛,剛剮馴削剈刚刪甽刮剐
剜,剜利刓剩刺刑殈剌剰剁
剝,剝剶剥劇劖勨刻劙剼剢
剞,剞刳剦訓割剖剒到葪剈
剟,剟剡刴剎瀏灲剁剢嬼敪
剠,剠剌剃勍剰刺剆剋刜刋
剡,剡灲剟郯刴刻剣剁厀划
剢,剢厀刻剹剶剼列勠劇刭
剣,剣劍刽剿剱釗劒刢劎剦
剤,剤劀劑剳刳劊剂劄剖刭
剥,剥利刺剩剌剰莿剜刓剝
剦,剦刳剞劍到创刣釗魝劊
剧,剧刖刷劚剮瞓剈副剐剾
剨,剨劃割剖刦劏劊刲剚剽
剩,剩剰利刺剜剥刋剌莉劋
剪,剪翦屰煎莮刯前貳萴弎
剫,剫劇劌剆劚則勴劕脚踋
剬,剬制刊刖剈剐刪刷刮别
剭,剭劚剷剾剧圃劘囿刷劓
剮,剮剛剈馴刵瞓刮刖刞副
副,副剈割刯剅剮剾剒劻刮
剰,剰剩剌刋劋刺剠剃莿剁
剱,剱劎劒剣劔釰劍勜劺釖
割,割劃劏副剈剒剖刮罰劓
剳,剳劄剤劉劏劙劗箚刳割
剴,剴剀剒凱刞刲剈劏劅割
創,創刣劊刳釗刽魝创郃劁
剶,剶剝刻剹剢剼劙劇勨勠
剷,剷剭劚圃劆圙剾剦劀劖
剸,剸剚剅劓割副剽鼼劃剈
剹,剹剼勠鄝刻剶剢剗劉劇
剺,剺驁孷譥釐鷘謷鷔氂督
剻,剻蒯哵删舢刖唰刮脚胢
剼,剼剹剗剶劖勠剢刻劙刬
剽,剽剚劋剸剘劓則剰勡割
剾,剾瞓副囬刯劚刞剧剮割
剿,剿勦剣魝劍鄛判削剎創
劀,劀剤刭劙劑剂劊剞剖刹
劁,劁魝創剦劍剣刽釗钊刳
劂,劂阙剛则踟岰則网聈励
劃,劃割劏剚剨剒剖副刲罰
劄,劄剳劉箚刳劊剤匌劗劙
劅,劅刞剈剮馴刵剐刮剴瞓
劆,劆劘剰劇劋剷剠荆剌剭
劇,劇勮刻剶劌剹剫剆刿剢
劈,劈莮礕璧男勥舅嵵擘嬖
劉,劉劙劄刭剹剳瀏剼剗藰
劊,劊創刳剖割鄶劏剦魝刣
劋,劋剽剌剰剘剁荆則刔峲
劌,劌翽劇剫刿刜剌勚剠劂
劍,劍剣劒劎刽剦刢创剱釗
劎,劎劒剱劔劍釖魛釰剣銣
劏,劏剒割劃剀剴剖刲剈副
劐,劐劖剽劃蔔訇劗刲剚剣
劑,劑剤劀刮剄剨劊劕剖劗
劒,劒劎劔剱劍剣釰勜觎釖
劓,劓鼼剈割剚剸副刯罰剴
劔,劔劒劎剱劍釼釰斂銣歛
劕,劕劗劏劚刮剒剀剽則剆
劖,劖劙剼酁剣剶劇剽剗箌
劗,劗劕劏酇剳剒劄剉刣鄼
劘,劘劆剻剭劚刡蒯刷剾脚
劙,劙劖劉剶劀剳剼刭劄剹
劚,劚剧剭剾瞓副劅剮割剈
力,力为尢冘芀尤刀艽艻屶
劜,劜儿几札扎妣虬龇竌齓
劝,劝効苅劾刘勑氻対对动
办,办刅亦赤丸九苏茒力朩
功,功玏动叻茿轨劫阞苆勆
加,加殈帅珈拁伽如枷恤疝
务,务各备冬努夅绎夈餐劣
劢,劢励劤劶勋勀劯刓劥肋
劣,劣勞毟务乷煢硰竻翁省
劤,劤励劶劢肋勔斦劥勋麻
劥,劥劤刓勍颃勀劢勋励赪
劦,劦刕茘赑荔窃臮眾荡毉
劧,劧玏劸劷勡勆助訒勐勃
动,动劫功玏劝刧勃刼劸勆
助,助勖劸勆肋劻莇玏勋勔
努,努帑簩务砮绦势夯络勞
劫,劫劸动刧刼玏勃勎勭勒
劬,劬勔劰勄刨觔觎劤砌劯
劭,劭勫勂砌劯勔勖刟劰轫
劮,劮勅勚勀勑勘勡勷勆颊
劯,劯勔劢劭勂軌勈勒劬勫
劰,劰叻劬勂肋眈鳨勔屻助
励,励劤劢劶勋肋勔勀憱助
劲,劲勁颈勜釛勭勪動釰刭
劳,劳蒡芳艻芛苪寿芽莮勥
労,労艻竻屴方劳芳劵访并
劵,劵券桊龹卷莠巻奍帣养
劶,劶励劤勵勴劢劻勋勐勔
劷,劷勒剏勀靭勩劸劧劼朔
劸,劸勤勭動劫劼勎勃助勣
効,効劾劝刘颏刻勑效苭郊
劺,劺勄勧觔勜鰳剱勦勂勒
劻,劻勖勯勔副助剈勛勂刯
劼,劼勂勏劸勯勖勣勐韌訒
劽,劽姴銐鹨裂烮蠫剹鮤买
劾,劾効刻勠茐勨欬颏劝芴
势,势勢棼努簩絷贽鸷垫摉
勀,勀勚勅勍勊勘劮勋劢劷
勁,勁劲葝剄劭勠動纫幼颈
勂,勂劼勖韌勒劸劭鳨勘勐
勃,勃勒勭劸勣劫葧動勩牞
勄,勄劺劬勧勂觔锄韌魛刨
勅,勅勀勚勍劮勊勘勋剌勆
勆,勆勚助鳨剆莭玏勋勘朗
勇,勇舅莮鬀麑藁婁鬘蓂鬄
勈,勈觔勐勂劻勔劼勫劯莇
勉,勉勊葂魃攰勅赲铋魉劮
勊,勊勀赲勅尅勉剋勍勚刜
